course_id,course_title,course_url,description,learning_outcomes,official_competencies,normalized_competencies,competency_category,tags,provider,author_creator,duration,course_type,difficulty_level,target_role,modules,assessments_available,language,license,source_url,extraction_note,derived_domain,derived_competencies,derived_subskills,derived_keywords,derived_target_roles,derived_learning_outcomes,derived_prerequisites,derived_skill_level,derived_skill_level_confidence,derivation_basis,derivation_confidence,is_seed_record
do_114371167997878272169,Core Areas of Artificial Intelligence,https://portal.igotkarmayogi.gov.in/app/toc/do_114371167997878272169/overview,NULL,NULL,NULL,NULL,NULL,NULL,IIT Madras,IIT Madras,45m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-AIML""]","[""TECH-AIML-ML""]","[""areas"", ""artificial"", ""core"", ""intelligence""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_1144765880866242561928,"[Hindi title - Devanagari script, garbled in source PDF text extraction] (approx. 'YUVA AI for All')",https://portal.igotkarmayogi.gov.in/app/toc/do_1144765880866242561928/overview,NULL,NULL,NULL,NULL,NULL,NULL,India AI Mission,India AI Mission,3h 50m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,Hindi or Marathi (exact language unconfirmed; script rendering corrupted in source PDF),NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,"Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use. Title text was non-Latin script that came out corrupted/garbled during PDF text extraction; the bracketed approximate English gloss is an aid for human reviewers only, NOT a verified official title -- treat as UNVERIFIED and re-extract from source PDF or portal directly.",Technical,"[""TECH-AIML""]","[""TECH-AIML-ML""]","[""approx"", ""devanagari"", ""extraction"", ""garbled"", ""hindi"", ""script"", ""source"", ""text""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_11391672014338457611,Cybersecurity,https://portal.igotkarmayogi.gov.in/app/toc/do_11391672014338457611/overview,NULL,NULL,NULL,NULL,NULL,NULL,upGrad,upGrad,2h 56m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cybersecurity""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_114485182745616384147,Cyber Security Fundamentals and National Initiatives,https://portal.igotkarmayogi.gov.in/app/toc/do_114485182745616384147/overview,NULL,NULL,NULL,NULL,NULL,NULL,NIELIT,NIELIT,1h,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cyber"", ""fundamentals"", ""initiatives"", ""national"", ""security""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_114326494177443840183,Cybersecurity Fundamentals for Leaders,https://portal.igotkarmayogi.gov.in/app/toc/do_114326494177443840183/overview,NULL,NULL,NULL,NULL,NULL,NULL,NeGD,NeGD,51m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cybersecurity"", ""fundamentals"", ""leaders""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_1142432002191196161252,Cybersecurity (Basic Level),https://portal.igotkarmayogi.gov.in/app/toc/do_1142432002191196161252/overview,NULL,NULL,NULL,NULL,NULL,NULL,IIT Madras,IIT Madras,1h 24m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""basic"", ""cybersecurity"", ""level""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_114433385736724480188,CERT-In and Fundamentals of Cyber Hygiene,https://portal.igotkarmayogi.gov.in/app/toc/do_114433385736724480188/overview,NULL,NULL,NULL,NULL,NULL,NULL,NeGD,NeGD,1h 10m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cert"", ""cyber"", ""fundamentals"", ""hygiene""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_11431731643726233611211,Staying Safe in Cyberspace,https://portal.igotkarmayogi.gov.in/app/toc/do_11431731643726233611211/overview,NULL,NULL,NULL,NULL,NULL,NULL,CRPF,CRPF,2h 10m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cyberspace"", ""safe"", ""staying""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_114403087819890688158,Cyber Hygiene Essentials,https://portal.igotkarmayogi.gov.in/app/toc/do_114403087819890688158/overview,NULL,NULL,NULL,NULL,NULL,NULL,JRRPF Academy,JRRPF Academy,1h 53m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cyber"", ""essentials"", ""hygiene""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
ext_114471827688087552171,Foundations of Cybersecurity,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471827688087552171,NULL,NULL,NULL,NULL,NULL,NULL,Google,Google,10h 10m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Digital Governance,"[""DGOV-CYBER""]",NULL,"[""cybersecurity"", ""foundations""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_1141560657414225921775,"[Marathi title - Devanagari script, garbled in source PDF text extraction] (approx. water-security/water-source-rejuvenation themed)",https://portal.igotkarmayogi.gov.in/app/toc/do_1141560657414225921775/overview,NULL,NULL,NULL,NULL,NULL,NULL,A T E Chandra Foundation,A T E Chandra Foundation,1h 13m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,Hindi or Marathi (exact language unconfirmed; script rendering corrupted in source PDF),NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,"Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use. Title text was non-Latin script that came out corrupted/garbled during PDF text extraction; the bracketed approximate English gloss is an aid for human reviewers only, NOT a verified official title -- treat as UNVERIFIED and re-extract from source PDF or portal directly.",NULL,NULL,NULL,"[""approx"", ""devanagari"", ""extraction"", ""garbled"", ""marathi"", ""rejuvenation"", ""script"", ""security""]",NULL,NULL,NULL,Basic,0.6,NULL,NULL,Y
do_114408755027574784176,"[Marathi title - Devanagari script, garbled in source PDF text extraction] (approx. 'Digital Personal Data Protection Act 2023: An Overview')",https://portal.igotkarmayogi.gov.in/app/toc/do_114408755027574784176/overview,NULL,NULL,NULL,NULL,NULL,NULL,Karmayogi Bharat,Karmayogi Bharat,1h 57m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,Hindi or Marathi (exact language unconfirmed; script rendering corrupted in source PDF),NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,"Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use. Title text was non-Latin script that came out corrupted/garbled during PDF text extraction; the bracketed approximate English gloss is an aid for human reviewers only, NOT a verified official title -- treat as UNVERIFIED and re-extract from source PDF or portal directly.",Digital Governance,"[""DGOV-PRIVACY""]",NULL,"[""approx"", ""data"", ""devanagari"", ""digital"", ""extraction"", ""garbled"", ""marathi"", ""overview""]",NULL,NULL,NULL,Basic,0.6,course_title,0.5,Y
do_1144605637351915521162,"[Marathi title - Devanagari script, garbled in source PDF text extraction] (approx. Maharashtra Asset Registry System introduction)",https://portal.igotkarmayogi.gov.in/app/toc/do_1144605637351915521162/overview,NULL,NULL,NULL,NULL,NULL,NULL,Planning Department,Planning Department,1h 11m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,Hindi or Marathi (exact language unconfirmed; script rendering corrupted in source PDF),NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,"Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use. Title text was non-Latin script that came out corrupted/garbled during PDF text extraction; the bracketed approximate English gloss is an aid for human reviewers only, NOT a verified official title -- treat as UNVERIFIED and re-extract from source PDF or portal directly.",NULL,NULL,NULL,"[""approx"", ""asset"", ""devanagari"", ""extraction"", ""garbled"", ""introduction"", ""maharashtra"", ""marathi""]",NULL,NULL,NULL,Basic,0.6,NULL,NULL,Y
do_113574903071662080178,Do's and Dont's for Government Employees- Hindi,https://portal.igotkarmayogi.gov.in/app/toc/do_113574903071662080178/overview,NULL,NULL,NULL,NULL,NULL,NULL,Institute of Secretariat Training and Management,Institute of Secretariat Training and Management,54m,iGOT native self-paced course,Beginner,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,NULL,NULL,NULL,"[""dont"", ""employees"", ""government"", ""hindi""]",NULL,NULL,NULL,Basic,0.6,NULL,NULL,Y
do_11363681497528729611020,Microsoft Excel Advanced,https://portal.igotkarmayogi.gov.in/app/toc/do_11363681497528729611020/overview,NULL,NULL,NULL,NULL,NULL,NULL,Microsoft,Microsoft,3h 49m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-DATAVIZ""]",NULL,"[""advanced"", ""excel"", ""microsoft""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_11363681486120550411019,Microsoft Word Advanced,https://portal.igotkarmayogi.gov.in/app/toc/do_11363681486120550411019/overview,NULL,NULL,NULL,NULL,NULL,NULL,Microsoft,Microsoft,2h 49m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-DATAVIZ""]",NULL,"[""advanced"", ""microsoft"", ""word""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_1140994741049999361127,Responsible Data Management,https://portal.igotkarmayogi.gov.in/app/toc/do_1140994741049999361127/overview,NULL,NULL,NULL,NULL,NULL,NULL,DataDotOrg,DataDotOrg,1h 58m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Statistical,"[""STAT-DQ""]",NULL,"[""data"", ""management"", ""responsible""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_1143089865482649601691,Fundamentals of Public Policy,https://portal.igotkarmayogi.gov.in/app/toc/do_1143089865482649601691/overview,NULL,NULL,NULL,NULL,NULL,NULL,IIM Bangalore,IIM Bangalore,2h 21m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Behavioural / Managerial,"[""BM-DECISION""]",NULL,"[""fundamentals"", ""policy"", ""public""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_114371224734089216131,Fundamentals of Generative Artificial Intelligence,https://portal.igotkarmayogi.gov.in/app/toc/do_114371224734089216131/overview,NULL,NULL,NULL,NULL,NULL,NULL,IIT Madras,IIT Madras,58m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-AIML""]","[""TECH-AIML-GENAI"", ""TECH-AIML-ML""]","[""artificial"", ""fundamentals"", ""generative"", ""intelligence""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_1144065387771084801508,AI Applications in Government,https://portal.igotkarmayogi.gov.in/app/toc/do_1144065387771084801508/overview,NULL,NULL,NULL,NULL,NULL,NULL,NeGD,NeGD,1h 8m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-AIML""]","[""TECH-AIML-ML""]","[""applications"", ""government""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
do_11440583652548608011174,"[Hindi title - Devanagari script, garbled in source PDF text extraction] (approx. 'AI Ethics in Good Governance')",https://portal.igotkarmayogi.gov.in/app/toc/do_11440583652548608011174/overview,NULL,NULL,NULL,NULL,NULL,NULL,Wadhwani Foundation,Wadhwani Foundation,1h 13m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,Hindi or Marathi (exact language unconfirmed; script rendering corrupted in source PDF),NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,"Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use. Title text was non-Latin script that came out corrupted/garbled during PDF text extraction; the bracketed approximate English gloss is an aid for human reviewers only, NOT a verified official title -- treat as UNVERIFIED and re-extract from source PDF or portal directly.",Technical,"[""BM-ETHICS"", ""TECH-AIML""]","[""TECH-AIML-ML""]","[""approx"", ""devanagari"", ""ethics"", ""extraction"", ""garbled"", ""good"", ""governance"", ""hindi""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
ext_114471816202444800118,Advanced Prompt Engineering for Everyone,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471816202444800118,NULL,NULL,NULL,NULL,NULL,NULL,Vanderbilt University,Vanderbilt University,8h 40m,iGOT native self-paced course,Intermediate,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.,Technical,"[""TECH-AIML""]","[""TECH-AIML-GENAI""]","[""advanced"", ""engineering"", ""everyone"", ""prompt""]",NULL,NULL,NULL,Intermediate,0.6,course_title,0.5,Y
